ROW	FD	AIQ	THAIAIRASIA CO.LTD
ROW	NN	AIR	AIRFLITE INC
ROW		AIT	AIRMED INTERNATIONAL LLC
ROW	IZ	AIZ	ARKIA ISRAELI AIRLINES
ROW		AJX	AIR JAPAN
ROW		AJZ	AJZ
ROW	G6	AKW	ANGKOR AIRWAYS
ROW		ALA	ALPHA AVIATION
ROW		ALB	ALBNATI AERONAUTICS SA
ROW		ALC	ALC
ROW		ALE	ALEXIER LIMITED
ROW		ALI	ALBERTA INC DBA LATITUDE AIR AMBULANCE
ROW	UL	ALK	SRILANKA A/L
ROW		ALL	ALL
ROW		ALP	ALP
ROW		ALT	ALT
ROW		AM3	AM3
ROW		AMA	Amber Aviation Hong Kong Limited
ROW	OS	AMB	SIAM LAND FLYING CO LTD
ROW		AME	AMUSE CAPITAL INC
ROW		AMI	AMI
ROW		AMJ	AMJ
ROW		AMK	Cong ty CP Hang khong Me Kong
ROW		AMM	AIR 2000 LTD
ROW		AMN	AMN
ROW		AMQ	AMC AVIATION SP.ZO.O
ROW		AMS	AMS
ROW	NN	AMT	AMERICAN TRANS AIR
ROW	NX	AMU	AIR MACAU
ROW		AMV	AMC CAIRO
ROW	AM	AMX	AMX
ROW	NH	ANA	ALL NIPPON AW
ROW		ANC	ANC
ROW		AND	AND
ROW		ANG	ANG
ROW	KA	ANK	Aero Nomad Airlines LLC
ROW	NN	ANN	IRELAND
ROW		ANS	ANS
ROW		ANU	ANU
ROW	NZ	ANZ	AIR NEW ZEALAND
ROW		AOJ	AOJ
ROW		APA	APACHEE PTY LTD (PART 91 - NON REVENUE )
ROW		APC	APEXAIR
ROW		APE	APEC
ROW	Z2	APG	AIR ASIA PHILIPPINES INC
ROW	MM	APJ	PEACH AVIATION LIMITED
ROW		APL	AVC AIR PTY LIMITED
ROW		APR	AIR PRODUCTS CHEMICALS INC C/O ASA GROUP HOLDINGS LTD
ROW		APW	ARROW AIR
ROW		APX	APEXAIR CO LTD
ROW	YP	APZ	APZ
ROW	IP	AQQ	APSARA INTERNATIONAL AIR
ROW	ZJ	ARC	AIR ROUTING INTL
ROW	AR	ARG	AEROLINEAS
ROW		ARH	AEROHANDLERS SDN BHD.
ROW		ARI	ARIRANG AVIATION LIMITED (A YOUNGONE COMPANY)
ROW		ARL	ARIRANG AVIATION LIMITED
ROW		ARM	ARAMCO ASSOCIATED COMPANY
ROW		ARN	ARN
ROW		ARR	ARR
ROW		ARS	ARS
ROW	6Y	ART	SMARTLYNX AIRLINES LTD
ROW		ARY	ARY
ROW		AS1	ASTRO AIR CO., LTD
ROW		ASE	ASE
ROW		ASG	AIRCRAFT SERVICES GROUP , INC
ROW		ASH	ASHLEY FURNITURE- COLGAN AIR
ROW		ASI	ASIAN CORPORATE AVIATION MANAGEMENT PTE LTD
ROW		ASJ	Airports in South Jutland,
ROW		ASK	ASK
ROW		ASL	AIR 7 , LLC
ROW		ASQ	Azadi Square
ROW		ASR	ASIAN SPIRIT Co.Ltd
ROW		ASS	ASS
ROW		AST	AST
ROW	RS	ASV	AIR SEOUL
ROW		ASY	C?c g�n gi? h�a b�nh Vi?t Nam/BQP
ROW		ATA	ATA AIRLINES
ROW		ATC	ATA CONCEPT GMBH
ROW		ATD	AMERICAN TRADING COMPANY
ROW	F5	ATG	AEROTRANS CARGO
ROW		ATL	ATL
ROW	NN	ATN	AIR TRANSPORT INTL
ROW		ATO	ASTRO  AIR
ROW		ATR	ATR
ROW		ATS	AITEO AVIATION SERVICES LTD.
ROW	OS	AUA	AUSTRIAN AIRLINES
ROW		AUH	AUH
ROW	NN	AUI	UKRAINE INTERNATIONAL AIRLINES
ROW		AUL	AUROGOLD ASSETS LIMITED
ROW		AUR	AUR
ROW		AUS	AIR AUSTRALIA PTY, LTD.
ROW		AUS	AUS
ROW		AV1	AV1
ROW		AVA	AVA
ROW		AVC	AVC
ROW		AVC	AVCON JET AG
ROW		AVI	AVI
ROW		AVI	Aviacompany Aviastar-tu co LTD
ROW		AVJ	AVJ
ROW		AVL	AVTRADE LIMITED
ROW	ZT	AWC	AWC
ROW		AWG	AWG
ROW	QZ	AWQ	PT. INDONESIA AIRASIA
ROW		AX2	AX2
ROW	IX	AXB	AIR INDIA EXPRESS
ROW	VP	AXC	CTY CP HK DONG DUONG (INDOCHINA)
ROW		AXE	AIR EXPORE-SLOVAK REPUBLIC
ROW		AXL	AXL
ROW	AK	AXM	AIR ASIA SDN BHD
ROW	AX	AXY	AIR X CHARTER LTD
ROW		AYK	AYK
ROW		AYS	ays
ROW		AYY	AYY
ROW	NN	AYZ	ATLANT-SOYUZ A/L RUSSIA
ROW	AZ	AZA	ALITALIA
ROW	7L	AZG	SILK WAY WEST AIRLINES
ROW	NN	AZQ	SILK WAY
ROW	ZR	AZS	AVIACON ZITOTRANS AIR COMPANY
ROW		AZU	AZURAIR LLC.
ROW	ZF	AZV	AZUAIR, MOSCOW
ROW	UM	AZW	AIR ZIMBABWE
ROW		B00	B00
ROW		B09	B09
ROW		B16	b16856
ROW		B19	b19
ROW		B20	B20
ROW		B22	CHINA Eastern business Jet co LTD
ROW		B29	B29
ROW		B31	FIRST MANDARIN BUSINESS AVIATION CO.LTD.
ROW		B39	B39
ROW		B40	B40
ROW		B52	B52
ROW	B5	B54	B54
ROW		B55	EVA AIRWAYS CORP
ROW		B56	B56
ROW		B58	SOUTH ASIAN
ROW		B59	NANSHAN  JET
ROW	B6	B60	B60
ROW		B61	B61
ROW	B6	B65	AMBER AVATION LIMITED
ROW		B66	B66
ROW		B69	B69
ROW		B71	B71
ROW		B76	B76
ROW	B7	B77	B77
ROW		B78	Vietstar Airline Multirole Corporation
ROW		B80	B80
ROW	B8	B81	B81
ROW	B8	B82	B82
ROW	B8	B83	B83
ROW		B84	b84
ROW		B87	B87
ROW		B88	executive aviation taiwan corperation company
ROW		B90	B90
ROW		B95	ARINC DIRECT
ROW		B96	B96
ROW	B9	B98	B98
ROW	B9	B99	B99
ROW		BA1	BASSAKA AIR
ROW		BA2	BASSAKA AIR
ROW		BAA	BAA
ROW	NN	BAE	GOVERNMENT FLYING SERVICE (HONGKONG)
ROW	CD	BAF	BELGIUM
ROW	NN	BAH	BAHRAIN ROYAL
ROW		BAJ	BAA JET MANAGEMENT LTD
ROW		BAL	BALLCORPORATION
ROW		BAM	BAMBOO AIRWAYS COMPANY LIMITED
ROW		BAP	BLACKBIRD AVIATION A/S PVT LTD
ROW		BAS	BAS
ROW		BAT	qu�n s? M? 1
ROW		BAU	BUSINESS AIR A.S
ROW	QH	BAV	Bamboo airways
ROW	BA	BAW	BRITISH A/W
ROW		BAY	
ROW		BBA	BBA
ROW		BBB	BBB
ROW	BG	BBC	BIMAN BANGLADESH
ROW		BBD	BLUEBIRD NORDIC
ROW		BBK	BBK
ROW	7B	BBL	BBL
ROW		BCA	BCA
ROW	8B	BCC	BUSINESS AIR CENTRE
ROW		BCD	BOEING COMMERCIAL DELIVERY GROUP
ROW	QY	BCS	EUROPEAN AIR
ROW	BZ	BDA	BDA
ROW		BDJ	BDJ
ROW		BEA	BERJAYA AIR SDN BHD
ROW	NN	BEC	STATE AIR COMPANY"BERKUT"
ROW		BEE	BEE
ROW		BEH	BEHN WILSON
ROW		BEI	BEIJING AIRLINES
ROW		BEL	BEL
ROW	AB	BER	AIRBERLIN GERMANY
ROW		BES	BES
ROW		BFA	BOULTBEE FLIGHT ACADEMY
ROW		BFL	B F LIMITED PARTNERSHIP
ROW		BFY	BESTFLY WORLDWIDE
ROW		BGB	MK AIRLINES TRADING AS BRITISH GLOBAL AIRLINES
ROW		BGC	BGC
ROW		BGH	BGH
ROW	BD	BGN	AIR INTER TRANSPORT
ROW		BHE	BHE
ROW		BHL	BHL
ROW		BHM	BHM
ROW		BHU	BHUTAN AIRLINES
ROW		BHW	BHW
ROW		BJM	BJM
ROW		BJN	BJN
ROW		BJT	ACM AVIATION C/O PALM AVIATION
ROW		BJW	BELLAWINGS
ROW		BKC	BKC
ROW		BKD	METROJET/LTD
ROW		BKE	METROJETLTD
ROW		BKG	BKG
ROW		BKH	BKH
ROW		BKI	BKI
ROW	NN	BKL	BAIKAL AIRLINES
ROW		BKM	BKM
ROW	NN	BKN	KHAKASIA AIRLINES
ROW	PG	BKP	BANGKOK AIRWAY
ROW		BKS	BKS
ROW	BK	BKV	BKV
ROW		BLB	BLB
ROW		BLC	BLC
ROW		BLD	BLD
ROW		BLE	BLE
ROW		BLH	BLH
ROW		BLI	BLI
ROW		BLL	BLL
ROW	BL	BLM	BLM
ROW		BLO	BLO
ROW		BLR	BLOOMBERRY RESORTS AND HOTELS INC
ROW	JV	BLS	BEARSKIN AIRLINES / CANADA
ROW		BLU	BLU
ROW		BLU	BLUEPORT TRADE
ROW		BLV	BLV
ROW		BLW	BLW
ROW	6B	BLX	AIRLINE SOCIAL MEDIA
ROW		BMB	BMB
ROW		BML	BISMILLAH AIRLINES
ROW		BNG	BNG
ROW		BNH	BONAIR HAVACILIK
ROW		BOB	BONAIR
ROW		BOE	BOE
ROW		BOM	BOMBARDIER AEROSPACE CORP
ROW		BON	BONAIR HAVACILIK
ROW		BON	ROD PER
ROW	3S	BOX	AEROLOGIC-GERMANY
ROW	BV	BPA	BLUE PANORAMA ITALY
ROW		BQP	C?C ??I NGOAI B? QU?C PH�NG
ROW		BRA	BRAZILIAN AIR FORCE
ROW		BRI	BRILLIANT JET CO.LTD.
ROW		BRJ	BRJ
ROW		BRO	BRO
ROW	NN	BRP	AEROBRATSK
ROW		BRS	BRS
ROW	B2	BRU	BELAVIA - BELARUSIAN AIRLINES
ROW	NN	BRW	BRIGHT AVIATION SERVICES
ROW		BS1	BASSAKA AIR.
ROW		BSA	BUSINESS AVIATION ASIA LTD (BSA)
ROW		BSA	BUSINESS AVIATION ASIA LTD.
ROW		BSC	AIR COMPANY AEROSTAN
ROW		BSF	BLUESKY AIR JSC
ROW		BSK	BSK
ROW	5B	BSX	BASSAKA AIR
ROW	NN	BTC	BASHKIRIAN A/L
ROW		BTI	BTI
ROW	ID	BTK	PT BATIK AIR INDONESIA
ROW	B3	BTN	BHUTAN AIRLINES
ROW		BUA	BUSINESS AVIATION ASIA
ROW		BUJ	BUSINEES JET ACCESS
ROW		BUL	BUL
ROW		BUS	BUS
ROW		BVR	ACM AIR CHARTER
ROW	J8	BVT	BERJAYA AIR
ROW		BWA	BERWIND AVIATION
ROW		BWJ	HK BELLAWINGS JET LIMITED
ROW		BXA	BXA
ROW	B4	BYD	BEOND-SIMDI OPERATIONS PVT LTD
ROW		C5R	C5R
ROW		CAA	CAA
ROW		CAB	DOD.
ROW		CAC	CAC
ROW	8F	CAD	CARDIG AIR
ROW		CAE	CAE
ROW		CAF	caf
ROW	TX	CAJ	AIR CARAIBES
ROW	CI	CAL	CHINA A/L
ROW		CAM	PT ERSA EASTERN AVIATION
ROW		CAO	AIR CHINA CARGO
ROW		CAS	CAS
ROW		CAT	KH�NG QU�N H?P CH?NG QU?C HOA K?.
ROW		CAZ	CAT AVIATION LTD ZURICH
ROW		CBA	AIR NAVIGATION SERVICES OF THE CZECH REPUBLIC (CBA)
ROW	CJ	CBF	CHINA NORTHERN  A/L
ROW	GX	CBG	GUANGXI BEIBU GULF AIRLINE
ROW	JD	CBJ	BEIJING CAPITAL AIRLINES
ROW		CBL	CBL
ROW		CC1	AIR CARGO GLOBAL
ROW	CA	CCA	AIR CHINA OPERATION CONTRAL CENTER OF AIR CHINA CAPITAL AIRPORT BEIJING 100621, CHINA
ROW		CCT	CCT
ROW		CCX	COMCO CORPORATION
ROW	GJ	CDC	ZHEJIANG LOONG AIRLINES CO., LTD.
ROW	SC	CDG	SHANDONG A/L
ROW		CDO	C DOT AVIATION LLC
ROW		CEA	CEA
ROW	5J	CEB	CEBU PACIFIC AIR
ROW		CEE	CEE
ROW		CEF	KH�NG QU�N C?NG H�A S�C
ROW		CEL	CELESTIAL AIRWAYS
ROW		CEM	CEM
ROW	MU	CES	CHINA EASTERN YUNNAN A/L
ROW		CET	CET
ROW		CFB	CFB
ROW		CFC	APEC CHO THU TUONG CANADA
ROW	DE	CFG	CONDOR FLUGDIENST
ROW		CFH	CFH
ROW		CFM	CFM
ROW		CFN	BO SUNG SAU
ROW		CFQ	CFQ
ROW		CFR	CFR
ROW		CFS	EXECAIRE
ROW	CF	CFT	CFT
ROW		CFV	CFV
ROW		CFX	CFX
ROW		CFY	cfy
ROW		CGA	CGA
ROW		CGC	CGC
ROW		CGD	CGD
ROW		CGE	CGE
ROW		CGG	994748 ONTARIO INC ORGN
ROW		CGH	CGH
ROW		CGJ	CGJ
ROW		CGL	CGL
ROW	9H	CGN	AIR CHANGAN
ROW		CGO	STARLINK  AVIATION INC
ROW		CGR	CGR
ROW	SH	CGS	SOLIT AIR AVIATION
ROW		CGU	CGU
ROW	GY	CGZ	COLORFUL GUIZHOU
ROW		CHA	CHINA EASTERN AIRLINES EXECUTIVE AIR
ROW	PN	CHB	CHB
ROW		CHC	CHC
ROW		CHE	CHE
ROW		CHF	CHITAAVIA RUSSIAN
ROW		CHG	CHALLENGER AERO AIR CORPORATION
ROW	HU	CHH	CHINA HAINAN A/L
ROW		CHI	China eastern business jet co ltd
ROW		CHJ	CHINA EASTERN BUSINESS JET CO.
ROW		CHU	CHURCH AIRCRAFT LTD
ROW	X6	CHZ	MALTA
ROW		CIA	CHERRIPO IMPORT & EXPORT AGENCIES PTE LTD
ROW		CIN	CINER HAVA TASIMACILIGI A.S
ROW		CIT	CITIC OFFSHORE HELICOPTER CO., LTD
ROW		CJM	CJM
ROW	NN	CJS	SAUDI MEDICAL SVCS
ROW		CJX	JIANGXI AIR CO., LTD.
ROW	CK	CKK	CHINA CARGO AIRLINES
ROW		CKR	HONGKONG AIRLINES
ROW	K4	CKS	KALITTA AIR LLC USA
ROW		CL1	CARGOLUX AIRLINES
ROW		CLA	CLA
ROW		CLC	CLAY LACY AVIATION, INC
ROW	XG	CLI	CLICKAIR S.A.
ROW		CLS	CLOUD SKIPPER LIMITED
ROW		CLU	CARGOLOGICAIR AIRLINES
ROW	CV	CLX	CARGOLUX A/L
ROW	2C	CMA	CMA
ROW		CMB	CMB
ROW		CMB	OMNI AIR INTERNATIONAL C/O ASA GROUP HOLDINGS LTD
ROW	CS	CMI	CONTINENTAL MICRONESIA
ROW	XH	CMP	CHIRONFLGHTSERVICES PTE LTD
ROW		CMS	CENTRAL MANAGEMENT SERVICES
ROW		CNA	CONSTELLATION AVIATION
ROW		CNV	QUOCTE
ROW	CO	CNW	North-Western Cargo International Airlines
ROW		COB	QUANSUMY
ROW		COC	COC
ROW		COD	COVIDIEN C/O ASA GROUP HOLDING LTD
ROW	NN	COI	FINOVA CAPITAL COPRATION
ROW		COJ	COJ
ROW		COM	COM
ROW		CON	CON
ROW		COO	COO
ROW		COR	CORPORATE AIR LLC.
ROW		CP3	CP3
ROW	CX	CPA	CATHAY PACIFIC
ROW		CPC	CAMPUCHIA  AIRFORES
ROW		CPJ	CPJ
ROW	9C	CQH	SPRING AIRLINES
ROW	OQ	CQN	CHONGQING AIRLINES.
ROW		CRC	CONAIR AVIATION LTD
ROW		CRE	CREST AIRCRAFT LEASING LTD
ROW	2G	CRG	CARGOITALIA S.P.A
ROW	HX	CRK	HONGKONG A/L
ROW		CRL	CORSAIRFLY
ROW		CRM	CROWN MELBOURNE
ROW		CRO	CROWN LTD
ROW	SR	CRX	SWISSAIR (NEW)
ROW		CS7	CHINA SOUTHERN AIRLINES (CS7)
ROW		CS8	CHINA SOUTHERN AIRLINES (CS8)
ROW		CS9	CHINA SOUTHERN AIRLINES (CS9)
ROW		CSA	CSA
ROW	3U	CSC	SICHUAN AIRLINES CO. LTD
ROW		CSD	CSD
ROW		CSE	CZECH AIR FOREC
ROW	CZ	CSG	CHINA SOUTHERN AIR CARGO AIRLINE
ROW	FM	CSH	SHANGHAI A/L
ROW		CSL	CSL
ROW		CSM	CSM AVIATION
ROW	CZ	CSN	CHINA SOUTHERN A/L
ROW	O3	CSS	25025 INTERSTATE 45, SUITE 550 THE WOODLANDS, TX 77380 PHONE: +12813629988  FAX: +12813629055
ROW	IU	CSW	SW ITALIA S.P.A
ROW	ZH	CSZ	CHINA SHENZHEN AIRLINES
ROW	HT	CTJ	TIANJIN CARGO
ROW		CTM	.FRENCH AIR FORCE
ROW		CTS	CTS
ROW	QG	CTV	PT CITILINK INDONESIA
ROW		CTY	C�ng ty TNHH Vietsky Support.
ROW	NN	CUA	CHINA UNITED AIRLINES
ROW		CUB	EMBASSY OF CUBA
ROW		CUB	NUOC CONG HOA CUBA
ROW	UQ	CUH	Urumqi Arilines Co.LTD
ROW		CVK	'CAVOK AIR
ROW		CW7	QUICK LINK AVIATION SERVICESC/O AEROTRANSCARGO
ROW	MF	CXA	XIAMEN A/L
ROW		CXB	CXB
ROW	NN	CXH	CHINA XINHUA AIRLINES
ROW		CXI	CXI
ROW	3Q	CYH	YUNNAN A/L
ROW	8Y	CYZ	CHINA POSTAL A/L
ROW		CZA	CZAR AVIATION
ROW		DAA	DASSAULT AVIATION.
ROW		DAB	DAB
ROW		DAD	dadlr
ROW		DAG	DAG
ROW		DAJ	DAJ
ROW		DAK	DAK
ROW	DL	DAL	DELTA AIRLINES INC
ROW		DAM	DAM
ROW		DAN	USA MIL
ROW	DA	DAS	DAS
ROW		DAU	DAU
ROW		DAW	ADOLF WUERTH GMBH & CO KG
ROW		DAX	DAX
ROW		DAZ	DAZ
ROW		DBA	DBA
ROW		DBE	DBE
ROW		DBJ	DBJ
ROW		DBK	DBK
ROW		DCA	DCA
ROW		DCB	DCB
ROW		DCC	DCC
ROW		DCF	DCF
ROW		DCG	DCG
ROW		DCI	DIAMOND CAPITAL INVESTMENTS CO .LTD
ROW		DCK	DCK
ROW		DCN	dcn
ROW	NN	DCO	AIR KENYA
ROW		DCS	DCS
ROW		DCV	DC AVIATION AL FUTTAIM LLC
ROW		DD6	DD6
ROW		DE1	DEERJET BUSINESS JET MANAGEMENT LIMITED
ROW		DEB	DEERJET (BEIJING) CO,.LTD
ROW		DEC	DECAN EXPRESS LOGISTICS
ROW		DEE	DEE
ROW		DEJ	DEJ
ROW		DEL	DEL TA PRAVATE JETS INC
ROW		DEM	DEM
ROW		DEN	DENA AIRWAYS
ROW	JD	DER	DEER JET CO.LTD/CHINA XINHUA A/L
ROW		DET	DETAAIR
ROW	DM	DEX	ASIAN AIR
ROW	SD	DFF	SUDAN AIRWAYS
ROW		DFS	DASSAULT FALCON SERVICE
ROW		DGS	DELTA GLOBAL SERVICE
ROW		DGX	DGX
ROW		DHA	DHA
ROW		DHJ	DONGHAI JET
ROW	D0	DHK	DHL AIR LTD
ROW		DHT	DHT
ROW	ES	DHX	DHL Aviation EEMEA B.S.C
ROW		DIA	DIA
ROW		DIC	DIC
ROW		DIL	DIL
ROW		DIR	DIRK FOLENS.
ROW	DJ	DJC	DEER JET CO.LTD
ROW		DJT	DJT
ROW	HO	DKH	CHINA SHANGHAI JUNEYAO A/L
ROW		DLC	DLC
ROW	LH	DLH	LUFTHANSA PAX
ROW		DMI	DMI
ROW	E3	DMO	DOMODEDOVO A/L
ROW		DNA	DNA
ROW		DON	DONGHAI JET CO.,LTD
ROW	NN	DOR	DORNIER
ROW	Q2	DQA	MADIVIAN ISLAND AVIATIOM SERVICES LTD
ROW		DRA	UNITED STATES AIR FORCE.
ROW		DRC	DRC
ROW	KB	DRK	DRUKAIR
ROW		DSA	DSA
ROW	NN	DSO	DASSAULT FALCON SVC
ROW		DSQ	AUSTRALIAN EMBASSY
ROW	NN	DSR	DAS AIR CARGO
ROW	8G	DTL	Aero Dili Transport Service
ROW		DTP	DELTA PRIVATE JETS INC
ROW	NN	DUB	DUBAI AIR WING
ROW		DUK	DUK
ROW		DUN	DUN
ROW		DUP	DUP
ROW		DW2	USA NAVY
ROW		DW3	H?I QU�N M?
ROW		DW4	dw4
ROW		DW8	DW8
ROW		DW9	HAI QUAN MY
ROW		E23	E23
ROW		E37	E37
ROW		EA1	EJME AIRCRAFT
ROW		EAA	EAA
ROW		EAD	EAD
ROW		EAF	EUROPEAN AVIATION AIR CHARTER LTD
ROW		EAG	EAG
ROW		EAH	EMBRAER AIRCRAFT HOLDING INC
ROW		EAP	EXECUJET AUSTRALIA PTY LTD
ROW		EAR	EVA AIRWAY CORPORATION (EAR)
ROW		EAT	EAT
ROW	EA	EAU	ELITAVIA MALTA LTD
ROW		EAY	EVA AIRWAY CORPORATION.
ROW	MB	EBE	MINIBEA
ROW		EBJ	CHINA EASTERN BUSINESS JET CO., LTD
ROW		ECJ	PRIVATES
ROW		ECK	ECK
ROW		ECU	ECU
ROW		EDG	JET EDGE
ROW		EDS	ELITAVIA D.O.O., SLOVENIA
ROW	WK	EDW	FLUGAFEN KLOTEN, 8058 ZUIRICH, SWITZERLAND
ROW		EEA	EXECUJET EUROPE AG
ROW	8E	EFX	EASY FLY EXPRESS LIMITED
ROW		EGN	EGN
ROW	EW	EGW	EUROWINGS
ROW		EGY	EGYPTIAN AIR FORCE
ROW	NN	EIA	EVEGREEN
ROW		EIC	ETERNITY INTERNATIONAL CORPORATION
ROW		EID	EID
ROW		EIF	EIF
ROW		EIG	EIG
ROW	EI	EIL	EIL
ROW		EJA	EJA
ROW		EJD	EJD
ROW		EJL	EJL
ROW		EJM	EXECUTIVE JET MANAGEMENT
ROW		EJO	EJO
ROW		EJS	EJS
ROW		EJU	EXECUJET UK LTD
ROW		ELI	ELI
ROW		ELL	ELL
ROW		ELV	ELV
ROW	LY	ELY	ISRAEL A/L
ROW		EMB	EMB
ROW		EMB	EMBASSY OF THE REPUBLIC OF LRELAND
ROW		EMN	EMBASSY OF NEPAL
ROW		EMP	EMPIRE AVIATION GROUP FZCO.
ROW		EMT	Elitavia Malta Limited
ROW	NN	ENK	ENKOR,JOINT-STOCK COMPANY
ROW		EOA	EMBASSY OF ARGENTINA
ROW	RF	EOK	aero K Airlines
ROW	DZ	EPA	DONGHAI A/L
ROW		EPB	DONGHAI JET
ROW		EPI	USA ARMY
ROW		ERA	ERA
ROW		ERF	EROFEY AIR COMPANY
ROW	NN	ERG	AVIAENERGO A/L
